Time (s),Thrust (N)
3.659999999999991,6478.099304955108
3.6899999999999906,6495.2339874492745
3.7199999999999904,6512.300087442101
3.7499999999999902,6529.297193548268
3.77999999999999,6546.224896067579
3.80999999999999,6563.082786994649
3.8399999999999896,6579.870460028514
3.8699999999999894,6596.5875105822515
3.8999999999999893,6613.233535792486
3.929999999999989,6629.808134528907
3.959999999999989,6646.310907403736
3.9899999999999887,6662.74145678108
4.019999999999989,6679.099386786314
4.049999999999989,6695.384303315412
4.079999999999989,6711.595814044156
4.10999999999999,6727.733528437398
4.13999999999999,6743.797057758188
4.16999999999999,6759.786015076934
4.19999999999999,6775.700015280435
4.229999999999991,6791.538675080928
4.259999999999991,6807.301613025042
4.289999999999991,6822.988449502757
4.319999999999991,6838.5988067562575
4.349999999999992,6854.132308888783
4.379999999999992,6869.588581873387
4.409999999999992,6884.967253561693
4.439999999999992,6900.267953692576
4.469999999999993,6915.4903139008065
4.499999999999993,6930.633967725605
4.529999999999993,6945.698550619241
4.559999999999993,6960.6836999554735
4.589999999999994,6975.589055038008
4.619999999999994,6990.41425710891
4.649999999999994,7005.1589493569045
4.679999999999994,7019.822776925726
4.709999999999995,7034.405386922308
4.739999999999995,7048.906428425028
4.769999999999995,7063.325552491809
4.799999999999995,7077.662412168237
4.829999999999996,7091.91666249562
4.859999999999996,7106.087960518935
4.889999999999996,7120.175965294846
4.919999999999996,7134.180337899523
4.949999999999997,7148.100741436537
4.979999999999997,7161.936841044641
5.009999999999997,7175.6883039055065
5.039999999999997,7189.35479925142
5.069999999999998,7202.935998372931
5.099999999999998,7216.431574626427
5.129999999999998,7229.841203441701
5.159999999999998,7243.164562329419
5.189999999999999,7256.40133088855
5.219999999999999,7269.55119081378
5.249999999999999,7282.613825902834
5.279999999999999,7295.5889220637555
5.31,7308.476167322142
5.34,7321.275251828322
5.37,7333.9858678644905
5.4,7346.607709851795
5.430000000000001,7359.140474357332
5.460000000000001,7371.583860101139
5.490000000000001,7383.937567963125
5.520000000000001,7396.201300989926
5.550000000000002,7408.374764401701
5.580000000000002,7420.457665598956
5.610000000000002,7432.449714169179
5.640000000000002,7444.350621893554
5.670000000000003,7456.160102753557
5.700000000000003,7467.877872937497
5.730000000000003,7479.503650847017
5.760000000000003,7491.0371571035585
5.790000000000004,7502.478114554733
5.820000000000004,7513.826248280686
5.850000000000004,7525.081285600379
5.880000000000004,7536.242956077802
5.910000000000005,7547.310991528196
5.940000000000005,7558.285126024144
5.970000000000005,7569.165095901676
6.000000000000005,7579.9506397662635
6.030000000000006,7590.641498498802
6.060000000000006,7601.237415261541
6.090000000000006,7611.738135503891
6.120000000000006,7622.143406968304
6.150000000000007,7632.452979695965
6.180000000000007,7642.666606032515
6.210000000000007,7652.784040633691
6.240000000000007,7662.805040470922
6.270000000000008,7672.7293648368595
6.300000000000008,7682.556775350855
6.330000000000008,7692.287035964395
6.360000000000008,7701.91991296646
6.390000000000009,7711.455174988873
6.420000000000009,7720.8925930115165
6.450000000000009,7730.231940367584
6.480000000000009,7739.472992748707
6.51000000000001,7748.615528210067
6.54000000000001,7757.659327175438
6.57000000000001,7766.604172442154
6.60000000000001,7775.449849186089
6.6300000000000106,7784.196144966484
6.660000000000011,7792.84284973082
6.690000000000011,7801.389755819539
6.720000000000011,7809.836657970787
6.7500000000000115,7818.183353325078
6.780000000000012,7826.429641429866
6.810000000000012,7834.575324244104
6.840000000000012,7842.620206142772
6.8700000000000125,7850.564093921241
6.900000000000013,7858.406796799734
6.930000000000013,7866.148126427565
6.960000000000013,7873.787896887489
6.9900000000000135,7881.325924699869
7.020000000000014,7888.762028826824
7.050000000000014,7896.096030676371
7.080000000000014,7903.327754106432
7.1100000000000145,7910.45702542885
7.140000000000015,7917.483673413301
7.170000000000015,7924.40752929117
7.200000000000015,7931.228426759406
7.2300000000000155,7937.946201984231
7.260000000000016,7944.560693604904
7.290000000000016,7951.071742737329
7.320000000000016,7957.479192977674
7.3500000000000165,7963.7828904059
7.380000000000017,7969.982683589241
7.410000000000017,7976.078423585646
7.440000000000017,7982.0699639471295
7.4700000000000175,7987.957160723093
7.500000000000018,7993.739872463566
7.530000000000018,7999.417960222439
7.560000000000018,8004.991287560564
7.5900000000000185,8010.4597205488735
7.620000000000019,8015.8231277713885
7.650000000000019,8021.081380328199
7.680000000000019,8026.234351838363
7.7100000000000195,8031.281918442806
7.74000000000002,8036.223958807064
7.77000000000002,8041.060354124081
7.80000000000002,8045.790988116837
7.8300000000000205,8050.415747041045
7.860000000000021,8054.934519687685
7.890000000000021,8059.347197385501
7.920000000000021,8063.653674003498
7.9500000000000215,8067.853845953322
7.980000000000022,8071.94761219162
8.010000000000021,8075.93487422228
8.04000000000002,0.0
